username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Melissa Mackenzie,14728168,"Houston, Texas",2023-01-13 15:00:56,"@charlescwcooke @redsteeze I didn't realize he was more obsessed with climate change than the average lefty.

It's… https://t.co/LngwsIJNAT",2,TweetDeck,
Brad Otto,33927160,"Houston, TX",2023-01-13 14:48:43,@Ginger_Zee Happy Birthday. Thanks for all you do to help bring awareness to climate change and mental health! Bles… https://t.co/bMiPekphw3,0,Twitter for iPhone,
L Johnson,1346267767159353345,"Houston, TX",2023-01-13 14:45:19,"@TonyClimate @Zigmanfreud @UN ""Our islands are slowly being inundated by the sea, one by one,"" Ibrahim Mohamed Soli… https://t.co/YnbytFk1wi",0,Twitter for iPhone,
Iona M.J. MacDonald – she/her,1538876704340553734,Highlands,2023-01-13 14:44:53,📰Trees could save Scotland £100 million in climate change-induced flooding according to new research   https://t.co/qjqNdEzBYC,0,Twitter Web App,
Bill Nye,31469250,Texas,2023-01-13 14:28:27,@alx Why does he have a corvette?  I thought he took climate change seriously.,0,Twitter for iPhone,
Pat Bryan,3192579962,"Houston, TX",2023-01-13 14:15:47,The GOP is still in denial over Anthropomorphic Climate Change. They are still parroting the Oliogarchs' propaganda… https://t.co/Kvjw0ghG89,0,Twitter Web App,
Ayata,52689556,"Austin and Houston, Texas",2023-01-13 13:43:38,Exxon scientists knew almost exactly how bad climate change would be back in the 1970s while saying the opposite pu… https://t.co/TeND0Lv9Zn,0,Twitter Web App,
climates of change,1552875571616653312,"Houston, TX",2023-01-13 13:28:13,"@antonioguterres Those who tell you to worry about climate change fly private jets.

Those who told you to stay hom… https://t.co/xi0qdvz7PO",0,Twitter for iPhone,
G.W. Boles,40251996,"Kemah, TX",2023-01-13 09:54:40,"@LakotaMan1 No, for no reason at all, younger adults,pro athletes, and even many kids are just all spontaneously dr… https://t.co/batPc1uGe4",0,Twitter for iPhone,
Gangster Mom,1456860396627841024,"Houston, TX",2023-01-13 06:04:18,@TomiLahren Clearly Climate Change…,0,Twitter for iPhone,
Professor Peacock🇺🇦,825057711134035968,"Houston, TX",2023-01-13 05:27:07,"@JohnRMoffitt 
After all these years! Who would have known?
https://t.co/HVd7aLHixh",1,Twitter Web App,
Tamara,80620895,"Katy, TX",2023-01-13 05:16:53,"The AMA chooses climate change agenda over health, supporting new  tech to ""save energy &amp; money,"" knowing the dange… https://t.co/PDkqax2hHs",0,Twitter Web App,
Billy Baroo,30874777,Pearland,2023-01-13 04:19:55,"@luvinlingerie I will take years. Just like this climate change thing, you can’t simply flip a switch. It won’t work that way.",0,Twitter for iPhone,
Robert Williams,244613644,"Houston, TX",2023-01-13 04:09:28,"@Jim_Jordan How about health insurance, climate change, and income inequality? Oh, that's right, you don't give a shit about any of us.",0,Twitter for Android,
Mark Evans,1594427399030312960,"Houston, TX",2023-01-13 03:33:38,"@business This forecasting at Exxon had nothing to do w/ the political phenomenon of Climate Change, just the pract… https://t.co/m1DRJxwfW1",0,Twitter for iPhone,
mike smith,209385532,"Dickinson, TX",2023-01-13 02:50:14,@rogerriley @JennieBailey12 @WHO13news @WHOWeather Climate change or putin price hike?,0,Plume for Android,
Jupenya,2331045788,"Houston, TX",2023-01-13 02:14:21,"@Kathy85829752 @olivarius8208 You forget volcanos, falling man made an organic satellites - &amp; of course incoming me… https://t.co/EPpNPoHHwk",0,Twitter for iPhone,
Alex Pope,2753240796,"Houston, TX",2023-01-13 02:09:25,"@RogTallbloke 'large icebergs sensitive to climate change', WHAT?
The Climate is sensitive to the icebergs!
It snow… https://t.co/lAGsJaJQwC",0,Twitter Web App,
B Wayne,1511863604290666499,"Houston, TX",2023-01-13 01:58:25,"@ClayTravis So let me get this straight..he said they were from when he was VP…6+ years to find them, but Trump was… https://t.co/TlnpfLT76e",1,Twitter for iPhone,
CLC,1584305701278679041,"Houston, TX",2023-01-13 01:25:54,@OGMFTrex What climate change???!,0,Twitter for iPhone,
Jahaziel Gutierrez. 🇺🇸•🇲🇽•🇫🇷,1054217947022024704,"Houston, TX",2023-01-13 00:55:31,"Lula taking office is also good news for the planet, given the importance of the Amazon rainforest to combating global climate change.",0,Twitter for Android,
🌋 Dr. Kayla Iacovino ⚡️,14393683,"Houston, TX",2023-01-13 00:43:34,@GlacialGeomorph @theAGU I’d like to remind everyone that @theAGU made their stance on climate change very clear in… https://t.co/zfqJ8IOoNW,3,Twitter for iPhone,
Anna Núñez,522492182,"Houston, TX",2023-01-13 00:41:55,"#Exxon Scientists Predicted Global Warming, Even as #ExxonMobile Cast Doubts, Study Finds

Starting 70s, scientists… https://t.co/sHhw1U22w6",0,Twitter Web App,
Stephen Bright,2477000671,"Cypress, TX",2023-01-13 00:26:58,"@official_poseur @ClimateThere @jordanbpeterson Wait, are you arguing that the climate should never change or never has?",0,Twitter for Android,
Cameron Langford,4749792373,"Houston, TX",2023-01-13 00:24:01,Arizona and six other Western states dependent on Colorado River water must reduce their usage due to drought.… https://t.co/xtXHHKgIUj,2,Twitter Web App,
"Rojelio Mejia, MD",21587917,"Houston, Texas",2023-01-12 23:38:36,"It also incorporates 
Environmental, Health, and Social cycles from my poverty nexus. We are planning to do similar… https://t.co/k3EBxX7ZIV",0,Twitter for iPhone,
Luis Sanjuan,885835558290952192,"Houston, TX",2023-01-12 22:22:33,"Nele Coghe, one of our experts, believes that technology will help solve issues like war, rising energy prices, and… https://t.co/DyEKgdCSnF",0,Dynamic Signal,
climates of change,1552875571616653312,"Houston, TX",2023-01-12 20:52:45,"@TimRunsHisMouth “Climate Change” - it can’t be more perfect! The colder it gets, the warmer it is. Give me your money! 😂😂😂😂",0,Twitter for iPhone,
Betty Gray,1571210679176003587,"Houston, TX",2023-01-12 20:17:17,"Exxon Scientists Predicted Global Warming, Even as Company Cast Doubts, Study Finds https://t.co/YqBwy0SPqz",0,Twitter for Android,
Bible Verses KJV,1357483856,"Houston, Texas",2023-01-12 19:12:10,"@SpringSteps @LoggerM2 @VekaFitzfrancis Im just waiting for the sudden outburst of ""science"" that leads to the ban… https://t.co/oEjmsXCocS",0,Twitter for Android,
obannonJD,2233804004,"Houston, TX",2023-01-12 19:03:06,@KetanJ0 @milllk_man The climate is in a perpetual state of change though.,0,Twitter for iPhone,
Pablo Flores,1519696612737568768,"Houston, TX",2023-01-12 18:52:11,They spent hundreds of millions of dollars to get the licensing rights and then didn’t use the material but instead… https://t.co/ykxv4HQ2Jn,0,Twitter for iPhone,
Greg Lucas,36812038,"Houston, TX",2023-01-12 18:49:42,@TheBabylonBee Totally ridiculous to include climate change or systemic racism. Surely this is fake news?,0,Twitter Web App,
Chris Daniels,1404090978663911426,"Houston, TX",2023-01-12 18:38:33,@saeverley This is the whole MO of the climate change movement isn't it?,0,Twitter for Android,
Dallas Griffin,1192565504009031681,"Houston, TX",2023-01-12 18:08:32,"Winds of change are here!
@React_Energy #energy #powergrid #climate https://t.co/o5bnEmXyrL",0,Twitter for iPhone,
Qualified Opinion,1008514845455634432,"Houston, TX",2023-01-12 17:38:53,@nathaliejacoby1 Religion.  Anthropogenic climate change.  Astrology.,0,Twitter for iPhone,
Dr. Glenn S. Johnson,2882169360,"Houston, TX",2023-01-12 17:37:43,"Exclusive: World Bank seeks more funds to address climate change, other crises -document https://t.co/5sUrNYjjxO",0,Twitter Web App,
Ricky Canelo,723730881853186049,"Houston, TX",2023-01-12 16:26:48,"@bartetokounmpo It might also be something to help combat climate change, which this country sucks at doing tbh",0,Twitter Web App,
Olivia Julianna 🗳,1286356556741828608,"Houston, TX",2023-01-12 16:13:43,"My good friend @thelukemullen was targeted by a large right wing account, claiming climate change didn’t exist. 

C… https://t.co/uEQpeXs9Js",59,Twitter for iPhone,
GreenHoustonTx,52096659,"Houston, TX",2023-01-12 16:12:26,.@houmayor acknowledges that certain communities are constantly in a state of need and recovery. As we aim to addre… https://t.co/KlgSbdPKwL,1,Twitter for iPhone,
Robert D. Bullard,255797635,"Houston, TX",2023-01-12 16:11:04,CEQ Issues Guidance on Evaluating Greenhouse Gas and Climate Change Effects Under NEPA https://t.co/AwAHCCUFeb @JDSupra,0,Twitter Web App,
Bill Fulton,108783481,"Houston, Texas",2023-01-12 16:04:07,#Housing and #transportation programs take a hit under @GavinNewsom's proposed #California budget. @Cal_Plan… https://t.co/uAF2PnWDtd,1,Hootsuite Inc.,
Tomie's way,42156446,"Webster, TX",2023-01-12 15:57:56,@ShresthaAlishna @adamjdorgant Climate change has been going on since creation and it will do what it wishes,0,Twitter Web App,
Houston Mayor's Office,1099080229111369728,"Houston, TX",2023-01-12 15:43:27,The future is here for the @Ten_Across communities. Climate change is real and cities are on the frontlines. Housto… https://t.co/Mqy7zJGxVa,8,Twitter for iPhone,
dmac,904195816335794176,"Houston, TX",2023-01-12 15:23:42,"@SouthernAB_dom @eliant_capital Yeah, and that’s a major dilemma for them bc of climate change.",0,Twitter for iPhone,
DANiΞL 🇺🇦,878161507045040128,,2023-01-12 14:46:00,Our GeoSat #cubesat missions payload will monitor sea 🌊 temperatures as well as CO2 particles and methane in the at… https://t.co/WhqsyBPlTm,1,Twitter Web App,
Dr. Susan Hough 🦖,2351882474,pasadena,2023-01-12 13:26:01,"@thereidout @JoyAnnReid Love your show &amp; not arguing your main point about climate change, but it's been recognized… https://t.co/mONJVciGV8",0,Twitter Web App,
Chevron Phillips Chemical,256856821,"Houston, TX",2023-01-12 13:00:17,Accelerating Change for a Sustainable Future is our 11th annual Sustainability Report and highlights efforts to amp… https://t.co/j6j8Ci7CDE,1,Meltwater Social,
eRENEWABLE LLC,1221784477065674755,"Houston, TX",2023-01-12 12:49:51,"My Turn: Solar, trees and climate change https://t.co/rmXk7LfimT. “Last month, the 2022 #Massachusetts #Climate Cha… https://t.co/jI3jYgG4Ma",0,Twitter for iPhone,
Ray,1519158708110041089,"Houston, TX",2023-01-12 06:04:53,@thelukemullen The “weather” is a climate crisis. Weather has been a constant change for millions of years. It’s wh… https://t.co/og2tmyhhja,0,Twitter for iPhone,
Billy Baroo,30874777,Pearland,2023-01-12 05:58:52,"@nottodayclark1 While I agree with you, it’s like the climate control getting shoved down our throats. We cannot ju… https://t.co/dCIieOHNKG",0,Twitter for iPhone,
